Season,Celebrity,Week,Judge_Total,Judge_Rank,Judge_Pct
6,Jason Taylor,2,27.0,1.0,0.10505836575875487
6,Kristi Yamaguchi,2,27.0,1.0,0.10505836575875487
6,Monica Seles,2,15.0,12.0,0.058365758754863814
6,Penn Jillette,2,17.0,10.0,0.06614785992217899
6,Adam Carolla,2,19.0,9.0,0.07392996108949416
6,Mario,2,26.0,3.0,0.10116731517509728
7,Cloris Leachman,2,15.0,11.0,0.06787330316742081
7,Susan Lucci,2,21.0,4.0,0.09502262443438914
7,Cody Linley,2,21.0,4.0,0.09502262443438914
7,Misty May-Treanor,2,21.0,4.0,0.09502262443438914
7,Maurice Greene,2,19.0,8.0,0.08597285067873303
7,Warren Sapp,2,24.0,1.0,0.1085972850678733
7,Toni Braxton,2,23.0,3.0,0.10407239819004525
7,Lance Bass,2,20.0,7.0,0.09049773755656108
7,Kim Kardashian,2,17.0,9.0,0.07692307692307693
7,Rocco DiSpirito,2,16.0,10.0,0.07239819004524888
7,Brooke Burke,2,24.0,1.0,0.1085972850678733
8,Gilles Marini,2,27.0,1.0,0.1018867924528302
8,Denise Richards,2,21.0,5.0,0.07924528301886792
8,David Alan Grier,2,17.0,11.0,0.06415094339622641
8,Lawrence Taylor,2,20.0,6.0,0.07547169811320754
8,Ty Murray,2,20.0,6.0,0.07547169811320754
8,Shawn Johnson,2,24.0,3.0,0.09056603773584905
8,Steve Wozniak,2,17.0,11.0,0.06415094339622641
8,Belinda Carlisle,2,18.0,9.0,0.06792452830188679
8,Chuck Wicks,2,20.0,6.0,0.07547169811320754
8,Lil' Kim,2,23.0,4.0,0.08679245283018867
8,Steve-O,2,14.0,13.0,0.052830188679245285
8,Holly Madison,2,18.0,9.0,0.06792452830188679
8,Melissa Rycroft,2,26.0,2.0,0.09811320754716982
9,Debi Mazar,2,21.0,4.0,0.07142857142857142
9,Melissa Joan Hart,2,19.0,9.0,0.06462585034013606
9,Mark Dacascos,2,21.0,4.0,0.07142857142857142
9,Chuck Liddell,2,19.0,9.0,0.06462585034013606
9,Natalie Coughlin,2,21.0,4.0,0.07142857142857142
9,Louie Vito,2,19.0,9.0,0.06462585034013606
9,Michael Irvin,2,20.0,7.0,0.06802721088435375
9,Joanna Krupa,2,20.0,7.0,0.06802721088435375
9,Kathy Ireland,2,18.0,13.0,0.061224489795918366
9,Tom DeLay,2,18.0,13.0,0.061224489795918366
9,Aaron Carter,2,27.0,1.0,0.09183673469387756
9,Mya,2,27.0,1.0,0.09183673469387756
9,Donny Osmond,2,25.0,3.0,0.08503401360544217
9,Kelly Osbourne,2,19.0,9.0,0.06462585034013606
10,Aiden Turner,2,19.0,8.0,0.08636363636363636
10,Shannen Doherty,2,20.0,6.0,0.09090909090909091
10,Niecy Nash,2,21.0,5.0,0.09545454545454546
10,Buzz Aldrin,2,12.0,11.0,0.05454545454545454
10,Chad Ochocinco,2,16.0,9.0,0.07272727272727272
10,Evan Lysacek,2,24.0,2.0,0.10909090909090909
10,Pamela Anderson,2,22.0,4.0,0.1
10,Nicole Scherzinger,2,28.0,1.0,0.12727272727272726
10,Erin Andrews,2,23.0,3.0,0.10454545454545454
10,Kate Gosselin,2,15.0,10.0,0.06818181818181818
10,Jake Pavelka,2,20.0,6.0,0.09090909090909091
11,Florence Henderson,2,19.0,8.0,0.08597285067873303
11,Kyle Massey,2,22.0,3.0,0.09954751131221719
11,Jennifer Grey,2,24.0,1.0,0.1085972850678733
11,Rick Fox,2,21.0,5.0,0.09502262443438914
11,Kurt Warner,2,21.0,5.0,0.09502262443438914
11,Margaret Cho,2,18.0,9.0,0.08144796380090498
11,Michael Bolton,2,12.0,11.0,0.05429864253393665
11,Brandy,2,21.0,5.0,0.09502262443438914
11,The Situation,2,18.0,9.0,0.08144796380090498
11,Audrina Patridge,2,23.0,2.0,0.10407239819004525
11,Bristol Palin,2,22.0,3.0,0.09954751131221719
12,Ralph Macchio,2,21.0,4.0,0.09722222222222222
12,Chelsea Kane,2,18.0,7.0,0.08333333333333333
12,Kirstie Alley,2,20.0,5.0,0.09259259259259259
12,Hines Ward,2,23.0,1.0,0.10648148148148148
12,Sugar Ray Leonard,2,17.0,9.0,0.0787037037037037
12,Chris Jericho,2,23.0,1.0,0.10648148148148148
12,Petra Nemcova,2,18.0,7.0,0.08333333333333333
12,Mike Catherwood,2,17.0,9.0,0.0787037037037037
12,Romeo,2,23.0,1.0,0.10648148148148148
12,Wendy Williams,2,17.0,9.0,0.0787037037037037
12,Kendra Wilkinson,2,19.0,6.0,0.08796296296296297
13,Elisabetta Canalis,2,21.0,4.0,0.09417040358744394
13,David Arquette,2,18.0,9.0,0.08071748878923767
13,Ricki Lake,2,23.0,1.0,0.1031390134529148
13,J.R. Martinez,2,22.0,2.0,0.09865470852017937
13,Hope Solo,2,19.0,8.0,0.08520179372197309
13,Chynna Phillips,2,21.0,4.0,0.09417040358744394
13,Kristin Cavallari,2,22.0,2.0,0.09865470852017937
13,Carson Kressley,2,18.0,9.0,0.08071748878923767
13,Chaz Bono,2,17.0,11.0,0.07623318385650224
13,Nancy Grace,2,21.0,4.0,0.09417040358744394
13,Rob Kardashian,2,21.0,4.0,0.09417040358744394
14,William Levy,2,25.0,3.0,0.09293680297397769
14,Jack Wagner,2,21.0,8.0,0.07806691449814127
14,Sherri Sheperd,2,23.0,6.0,0.08550185873605948
14,Jaleel White,2,22.0,7.0,0.08178438661710037
14,Roshon Fegan,2,26.0,1.0,0.09665427509293681
14,Melissa Gilbert,2,20.0,10.0,0.07434944237918216
14,Martina Navratilova,2,17.0,12.0,0.06319702602230483
14,Donald Driver,2,24.0,5.0,0.08921933085501858
14,Gavin DeGraw,2,21.0,8.0,0.07806691449814127
14,Gladys Knight,2,19.0,11.0,0.07063197026022305
14,Katherine Jenkins,2,26.0,1.0,0.09665427509293681
14,Maria Menounos,2,25.0,3.0,0.09293680297397769
15,Gilles Marini,2,25.5,2.0,0.09239130434782608
15,Sabrina Bryan,2,26.0,1.0,0.09420289855072464
15,Kirstie Alley,2,21.0,11.0,0.07608695652173914
15,Kelly Monaco,2,22.0,10.0,0.07971014492753623
15,Apolo Anton Ohno,2,24.5,4.0,0.08876811594202899
15,Emmitt Smith,2,22.5,7.0,0.08152173913043478
15,Shawn Johnson,2,25.0,3.0,0.09057971014492754
15,Helio Castroneves,2,23.0,6.0,0.08333333333333333
15,Joey Fatone,2,22.5,7.0,0.08152173913043478
15,Drew Lachey,2,22.5,7.0,0.08152173913043478
15,Bristol Palin,2,18.0,12.0,0.06521739130434782
15,Melissa Rycroft,2,23.5,5.0,0.08514492753623189
16,Ingo Rademacher,2,20.0,5.0,0.08196721311475409
16,Zendaya,2,26.0,1.0,0.10655737704918032
16,Dorothy Hamill,2,15.0,12.0,0.06147540983606557
16,Victor Ortiz,2,18.0,8.0,0.07377049180327869
16,Alexandra Raisman,2,24.0,3.0,0.09836065573770492
16,Jacoby Jones,2,23.0,4.0,0.0942622950819672
16,D. L. Hughley,2,16.0,11.0,0.06557377049180328
16,Andy Dick,2,20.0,5.0,0.08196721311475409
16,Wynonna Judd,2,18.0,8.0,0.07377049180327869
16,Kellie Pickler,2,26.0,1.0,0.10655737704918032
16,Lisa Vanderpump,2,18.0,8.0,0.07377049180327869
16,Sean Lowe,2,20.0,5.0,0.08196721311475409
17,Valerie Harper,2,19.0,10.0,0.07142857142857142
17,Brant Daugherty,2,23.0,7.0,0.08646616541353383
17,Elizabeth Berkley Lauren,2,25.0,2.0,0.09398496240601503
17,Leah Remini,2,24.0,4.0,0.09022556390977443
17,Corbin Bleu,2,26.0,1.0,0.09774436090225563
17,Amber Riley,2,24.0,4.0,0.09022556390977443
17,Keyshawn Johnson,2,18.0,11.0,0.06766917293233082
17,Bill Engvall,2,21.0,8.0,0.07894736842105263
17,Christina Milian,2,25.0,2.0,0.09398496240601503
17,"Nicole ""Snooki"" Polizzi",2,20.0,9.0,0.07518796992481203
17,Jack Osbourne,2,24.0,4.0,0.09022556390977443
17,Bill Nye,2,17.0,12.0,0.06390977443609022
18,Billy Dee Williams,2,15.0,11.0,0.06147540983606557
18,Danica McKellar,2,24.0,4.0,0.09836065573770492
18,James Maslow,2,25.0,1.0,0.10245901639344263
18,Candace Cameron Bure,2,21.0,7.0,0.0860655737704918
18,Sean Avery,2,21.0,7.0,0.0860655737704918
18,Charlie White,2,25.0,1.0,0.10245901639344263
18,Amy Purdy,2,24.0,4.0,0.09836065573770492
18,Meryl Davis,2,25.0,1.0,0.10245901639344263
18,Drew Carey,2,21.0,7.0,0.0860655737704918
18,Cody Simpson,2,22.0,6.0,0.09016393442622951
18,NeNe Leakes,2,21.0,7.0,0.0860655737704918
19,Antonio Sabato Jr.,2,31.0,5.0,0.0856353591160221
19,Jonathan Bennett,2,30.0,7.0,0.08287292817679558
19,Lea Thompson,2,35.0,1.0,0.09668508287292818
19,Janel Parrish,2,34.0,2.0,0.09392265193370165
19,Alfonso Ribeiro,2,32.0,4.0,0.08839779005524862
19,Randy Couture,2,28.0,8.0,0.07734806629834254
19,Tommy Chong,2,28.0,8.0,0.07734806629834254
19,Betsey Johnson,2,28.0,8.0,0.07734806629834254
19,Michael Waltrip,2,24.0,12.0,0.06629834254143646
19,Tavis Smiley,2,28.0,8.0,0.07734806629834254
19,Bethany Mota,2,33.0,3.0,0.09116022099447514
19,Sadie Robertson,2,31.0,5.0,0.0856353591160221
20,Suzanne Somers,2,28.0,6.0,0.08069164265129683
20,Willow Shields,2,32.0,2.0,0.09221902017291066
20,Riker Lynch,2,32.0,2.0,0.09221902017291066
20,Rumer Willis,2,32.0,2.0,0.09221902017291066
20,Nastia Liukin,2,34.0,1.0,0.09798270893371758
20,Michael Sam,2,28.0,6.0,0.08069164265129683
20,Robert Herjavec,2,28.0,6.0,0.08069164265129683
20,Charlotte McKinney,2,26.0,11.0,0.07492795389048991
20,Noah Galloway,2,27.0,10.0,0.07780979827089338
20,Redfoo,2,31.0,5.0,0.0893371757925072
20,Patti LaBelle,2,28.0,6.0,0.08069164265129683
20,Chris Soules,2,21.0,12.0,0.06051873198847262
21,Gary Busey,2,16.5,12.0,0.06099815157116451
21,Alexa PenaVega,2,23.0,3.0,0.08502772643253234
21,Carlos PenaVega,2,22.5,4.0,0.08317929759704251
21,Victor Espinoza,2,18.5,9.0,0.06839186691312385
21,Alek Skarlatos,2,22.5,4.0,0.08317929759704251
21,Chaka Khan,2,15.0,13.0,0.05545286506469501
21,Andy Grammer,2,22.0,8.0,0.08133086876155268
21,Tamar Braxton,2,24.5,1.0,0.09057301293900184
21,Nick Carter,2,22.5,4.0,0.08317929759704251
21,Hayes Grier,2,22.5,4.0,0.08317929759704251
21,Bindi Irwin,2,24.0,2.0,0.08872458410351201
21,Kim Zolciak-Biermann,2,18.5,9.0,0.06839186691312385
21,Paula Deen,2,18.5,9.0,0.06839186691312385
22,Mischa Barton,2,15.0,11.0,0.0635593220338983
22,Kim Fields,2,19.0,9.0,0.08050847457627118
22,Jodie Sweetin,2,21.0,3.0,0.08898305084745763
22,Doug Flutie,2,20.0,5.0,0.0847457627118644
22,Von Miller,2,20.0,5.0,0.0847457627118644
22,Antonio Brown,2,19.0,9.0,0.08050847457627118
22,Paige VanZant,2,24.0,1.0,0.1016949152542373
22,Geraldo Rivera,2,13.0,12.0,0.05508474576271186
22,Nyle DiMarco,2,20.0,5.0,0.0847457627118644
22,Ginger Zee,2,21.0,3.0,0.08898305084745763
22,Wanya Morris,2,24.0,1.0,0.1016949152542373
22,Marla Maples,2,20.0,5.0,0.0847457627118644
23,Jake T. Austin,2,24.0,10.0,0.06818181818181818
23,Maureen McCormick,2,26.0,8.0,0.07386363636363637
23,Marilu Henner,2,27.0,7.0,0.07670454545454546
23,Ryan Lochte,2,24.0,10.0,0.06818181818181818
23,Calvin Johnson Jr.,2,28.0,6.0,0.07954545454545454
23,Laurie Hernandez,2,32.0,1.0,0.09090909090909091
23,Amber Rose,2,24.0,10.0,0.06818181818181818
23,Rick Perry,2,22.0,13.0,0.0625
23,James Hinchcliffe,2,29.0,4.0,0.08238636363636363
23,Babyface,2,30.0,3.0,0.08522727272727272
23,Vanilla Ice,2,26.0,8.0,0.07386363636363637
23,Jana Kramer,2,29.0,4.0,0.08238636363636363
23,Terra Jole,2,31.0,2.0,0.08806818181818182
24,Charo,2,25.0,9.0,0.07621951219512195
24,Mr. T,2,22.0,11.0,0.06707317073170732
24,Heather Morris,2,30.0,3.0,0.09146341463414634
24,Nancy Kerrigan,2,28.0,5.0,0.08536585365853659
24,Bonner Bolton,2,28.0,5.0,0.08536585365853659
24,Simone Biles,2,29.0,4.0,0.08841463414634146
24,David Ross,2,27.0,8.0,0.08231707317073171
24,Rashad Jennings,2,32.0,1.0,0.0975609756097561
24,Chris Kattan,2,22.0,11.0,0.06707317073170732
24,Erika Jayne,2,28.0,5.0,0.08536585365853659
24,Normani,2,32.0,1.0,0.0975609756097561
24,Nick Viall,2,25.0,9.0,0.07621951219512195
25,Sasha Pieterse,2,22.5,4.0,0.08226691042047532
25,Frankie Muniz,2,24.0,1.0,0.08775137111517367
25,Jordan Fisher,2,24.0,1.0,0.08775137111517367
25,Derek Fisher,2,19.0,11.0,0.06946983546617916
25,Nikki Bella,2,19.5,9.0,0.0712979890310786
25,Terrell Owens,2,19.5,9.0,0.0712979890310786
25,Victoria Arlen,2,22.0,6.0,0.08043875685557587
25,Barbara Corcoran,2,17.0,13.0,0.062157221206581355
25,Lindsey Stirling,2,22.5,4.0,0.08226691042047532
25,Debbie Gibson,2,20.5,7.0,0.07495429616087751
25,Nick Lachey,2,19.0,11.0,0.06946983546617916
25,Drew Scott,2,20.5,7.0,0.07495429616087751
25,Vanessa Lachey,2,23.5,3.0,0.08592321755027423
26,Kareem Abdul-Jabbar,2,29.5,8.0,0.1102803738317757
26,Arike Ogunbowale,2,35.0,3.0,0.1308411214953271
26,Jennie Finch Daigle,2,31.5,6.0,0.11775700934579439
26,Chris Mazdzer,2,33.0,4.0,0.1233644859813084
26,Mirai Nagasu,2,37.0,1.0,0.1383177570093458
26,Tonya Harding,2,33.0,4.0,0.1233644859813084
26,Josh Norman,2,31.5,6.0,0.11775700934579439
26,Adam Rippon,2,37.0,1.0,0.1383177570093458
27,Juan Pablo Di Pace,2,26.0,1.0,0.09611829944547134
27,Evanna Lynch,2,24.0,5.0,0.08872458410351201
27,Nancy McKeon,2,20.5,9.0,0.07578558225508318
27,John Schneider,2,21.5,8.0,0.07948243992606285
27,Milo Manheim,2,26.0,1.0,0.09611829944547134
27,Danelle Umstead,2,18.5,11.0,0.06839186691312385
27,Mary Lou Retton,2,23.0,7.0,0.08502772643253234
27,DeMarcus Ware,2,23.5,6.0,0.08687615526802218
27,Bobby Bones,2,19.5,10.0,0.07208872458410351
27,Tinashe,2,26.0,1.0,0.09611829944547134
27,Alexis Ren,2,24.5,4.0,0.09057301293900184
27,Joe Amabile,2,17.5,12.0,0.06469500924214418
28,Kate Flannery,2,21.0,2.0,0.0958904109589041
28,James Van Der Beek,2,20.0,3.0,0.091324200913242
28,Kel Mitchell,2,20.0,3.0,0.091324200913242
28,Ray Lewis,2,15.0,10.0,0.0684931506849315
28,Lamar Odom,2,12.0,12.0,0.0547945205479452
28,Sailor Brinkley-Cook,2,18.0,8.0,0.0821917808219178
28,Sean Spicer,2,16.0,9.0,0.0730593607305936
28,Mary Wilson,2,15.0,10.0,0.0684931506849315
28,Lauren Alaina,2,19.0,6.0,0.0867579908675799
28,Ally Brooke,2,20.0,3.0,0.091324200913242
28,Karamo Brown,2,19.0,6.0,0.0867579908675799
28,Hannah Brown,2,24.0,1.0,0.1095890410958904
29,Anne Heche,2,18.0,6.0,0.06593406593406594
29,Jesse Metcalfe,2,20.0,4.0,0.07326007326007326
29,Chrishell Stause,2,18.0,6.0,0.06593406593406594
29,Skai Jackson,2,15.0,14.0,0.054945054945054944
29,Justina Machado,2,21.0,2.0,0.07692307692307693
29,Charles Oakley,2,15.0,14.0,0.054945054945054944
29,Veron Davis,2,18.0,6.0,0.06593406593406594
29,Johnny Weir,2,18.0,6.0,0.06593406593406594
29,Nev Schulman,2,21.0,2.0,0.07692307692307693
29,AJ McLean,2,19.0,5.0,0.0695970695970696
29,Nelly,2,18.0,6.0,0.06593406593406594
29,Kaitlyn Bristowe,2,22.0,1.0,0.08058608058608059
29,Carole Baskin,2,16.0,12.0,0.05860805860805861
29,Monica Aldama,2,16.0,12.0,0.05860805860805861
29,Jeannie Mai,2,18.0,6.0,0.06593406593406594
30,Martin Kove,2,15.0,15.0,0.03896103896103896
30,Brian Austin Green,2,23.0,13.0,0.05974025974025974
30,Melora Hardin,2,27.0,5.0,0.07012987012987013
30,Matt James,2,22.0,14.0,0.05714285714285714
30,"Mike ""The Miz"" Mizanin",2,26.0,8.0,0.06753246753246753
30,Suni Lee,2,28.0,4.0,0.07272727272727272
30,Iman Shumpert,2,25.0,9.0,0.06493506493506493
30,Cody Rigsby,2,24.0,10.0,0.06233766233766234
30,Melanie C,2,30.0,3.0,0.07792207792207792
30,Jimmie Allen,2,27.0,5.0,0.07012987012987013
30,Olivia Jade,2,27.0,5.0,0.07012987012987013
30,JoJo Siwa,2,31.0,2.0,0.08051948051948052
30,Christine Chiu,2,24.0,10.0,0.06233766233766234
30,Kenya Moore,2,24.0,10.0,0.06233766233766234
30,Amanda Kloots,2,32.0,1.0,0.08311688311688312
31,Cheryl Ladd,2,21.0,15.0,0.050970873786407765
31,Selma Blair,2,28.0,6.0,0.06796116504854369
31,Joseph Baena,2,24.0,13.0,0.05825242718446602
31,Trevor Donovan,2,30.0,4.0,0.07281553398058252
31,Daniel Durant,2,29.0,5.0,0.0703883495145631
31,Wayne Brady,2,32.0,1.0,0.07766990291262135
31,Sam Champion,2,26.0,11.0,0.06310679611650485
31,Jessie James Decker,2,25.0,12.0,0.06067961165048544
31,Jordin Sparks,2,27.0,9.0,0.06553398058252427
31,Heidi D'Amelio,2,28.0,6.0,0.06796116504854369
31,Charli D'Amelio,2,32.0,1.0,0.07766990291262135
31,Teresa Giudice,2,23.0,14.0,0.055825242718446605
31,Vinny Guadagnino,2,27.0,9.0,0.06553398058252427
31,Shangela,2,28.0,6.0,0.06796116504854369
31,Gabby Windey,2,32.0,1.0,0.07766990291262135
32,Jamie Lynn Spears,2,16.0,9.0,0.06722689075630252
32,Mira Sorvino,2,18.0,7.0,0.07563025210084033
32,Barry Williams,2,15.0,10.0,0.06302521008403361
32,Alyson Hannigan,2,19.0,6.0,0.07983193277310924
32,Xochitl Gomez,2,24.0,1.0,0.10084033613445378
32,Adrian Peterson,2,15.0,10.0,0.06302521008403361
32,Tyson Beckford,2,18.0,7.0,0.07563025210084033
32,Jason Mraz,2,24.0,1.0,0.10084033613445378
32,Lele Pons,2,21.0,3.0,0.08823529411764706
32,Harry Jowsey,2,15.0,10.0,0.06302521008403361
32,Mauricio Umansky,2,12.0,13.0,0.05042016806722689
32,Charity Lawson,2,21.0,3.0,0.08823529411764706
32,Ariana Madix,2,20.0,5.0,0.08403361344537816
33,Tori Spelling,2,19.0,9.0,0.07364341085271318
33,Eric Roberts,2,15.0,12.0,0.05813953488372093
33,Reginald VelJohnson,2,15.0,12.0,0.05813953488372093
33,Chandler Kinney,2,24.0,1.0,0.09302325581395349
33,Dwight Howard ,2,22.0,2.0,0.08527131782945736
33,Danny Amendola,2,21.0,5.0,0.08139534883720931
33,Stephen Nedoroscik,2,22.0,2.0,0.08527131782945736
33,Ilona Maher,2,21.0,5.0,0.08139534883720931
33,Anna Delvey,2,17.0,11.0,0.06589147286821706
33,Brooks Nader,2,20.0,8.0,0.07751937984496124
33,Phaedra Parks,2,21.0,5.0,0.08139534883720931
33,Jenn Tran,2,19.0,9.0,0.07364341085271318
33,Joey Graziadei,2,22.0,2.0,0.08527131782945736
34,Corey Feldman,2,15.0,14.0,0.0539568345323741
34,Danielle Fishel,2,19.0,10.0,0.0683453237410072
34,Elaine Hendrix,2,21.0,5.0,0.07553956834532374
34,Baron Davis,2,18.0,11.0,0.06474820143884892
34,Jordan Chiles,2,22.0,1.0,0.07913669064748201
34,Andy Richter,2,16.0,13.0,0.05755395683453238
34,Robert Irwin,2,22.0,1.0,0.07913669064748201
34,Hilaria Baldwin,2,21.0,5.0,0.07553956834532374
34,Lauren Jauregui,2,21.0,5.0,0.07553956834532374
34,Scott Hoying,2,18.0,11.0,0.06474820143884892
34,Alix Earle,2,21.0,5.0,0.07553956834532374
34,Jen Affleck,2,22.0,1.0,0.07913669064748201
34,Whitney Leavitt,2,22.0,1.0,0.07913669064748201
34,Dylan Efron,2,20.0,9.0,0.07194244604316546
1,John O'Hurley,3,24.0,2.0,0.22641509433962265
1,Kelly Monaco,3,21.0,4.0,0.19811320754716982
1,Evander Holyfield,3,13.0,5.0,0.12264150943396226
1,Rachel Hunter,3,26.0,1.0,0.24528301886792453
1,Joey McIntyre,3,22.0,3.0,0.20754716981132076
2,Tia Carrere,3,26.0,3.0,0.14285714285714285
2,George Hamilton,3,22.0,5.0,0.12087912087912088
2,Lisa Rinna,3,25.0,4.0,0.13736263736263737
2,Stacy Keibler,3,27.0,1.0,0.14835164835164835
2,Jerry Rice,3,19.0,7.0,0.1043956043956044
2,Giselle Fernandez,3,22.0,5.0,0.12087912087912088
2,Master P,3,14.0,8.0,0.07692307692307693
2,Drew Lachey,3,27.0,1.0,0.14835164835164835
3,Harry Hamlin,3,22.0,4.0,0.10628019323671498
3,Vivica A. Fox,3,27.0,1.0,0.13043478260869565
3,Monique Coleman,3,27.0,1.0,0.13043478260869565
3,Joey Lawrence,3,22.0,4.0,0.10628019323671498
3,Mario Lopez,3,22.0,4.0,0.10628019323671498
3,Emmitt Smith,3,19.0,9.0,0.09178743961352658
3,Willa Ford,3,22.0,4.0,0.10628019323671498
3,Sara Evans,3,25.0,3.0,0.12077294685990338
3,Jerry Springer,3,21.0,8.0,0.10144927536231885
4,John Ratzenberger,3,20.0,9.0,0.09174311926605505
4,Ian Ziering,3,24.0,1.0,0.11009174311926606
4,Clyde Drexler,3,16.0,10.0,0.07339449541284404
4,Laila Ali,3,21.0,6.0,0.0963302752293578
4,Apolo Anton Ohno,3,23.0,5.0,0.10550458715596331
4,Shandi Finnessey,3,21.0,6.0,0.0963302752293578
4,Heather Mills,3,24.0,1.0,0.11009174311926606
4,Billy Ray Cyrus,3,21.0,6.0,0.0963302752293578
4,Joey Fatone,3,24.0,1.0,0.11009174311926606
4,Leeza Gibbons,3,24.0,1.0,0.11009174311926606
5,Cameron Mathison,3,23.0,7.0,0.09623430962343096
5,Jane Seymour,3,27.0,1.0,0.11297071129707113
5,Sabrina Bryan,3,27.0,1.0,0.11297071129707113
5,Jennie Garth,3,26.0,4.0,0.1087866108786611
5,Floyd Mayweather Jr. ,3,21.0,8.0,0.08786610878661087
5,Helio Castroneves,3,24.0,6.0,0.100418410041841
5,Mel B,3,27.0,1.0,0.11297071129707113
5,Wayne Newton,3,18.0,10.0,0.07531380753138076
5,Marie Osmond,3,26.0,4.0,0.1087866108786611
5,Mark Cuban,3,20.0,9.0,0.08368200836820083
6,Cristian de la Fuente,3,25.0,3.0,0.10964912280701754
6,Steve Guttenberg,3,21.0,6.0,0.09210526315789473
6,Priscilla Presley,3,26.0,2.0,0.11403508771929824
6,Marlee Matlin,3,21.0,6.0,0.09210526315789473
6,Shannon Elizabeth,3,24.0,4.0,0.10526315789473684
6,Marissa Jaret Winokur,3,19.0,10.0,0.08333333333333333
6,Jason Taylor,3,23.0,5.0,0.10087719298245613
6,Kristi Yamaguchi,3,27.0,1.0,0.11842105263157894
6,Adam Carolla,3,21.0,6.0,0.09210526315789473
6,Mario,3,21.0,6.0,0.09210526315789473
7,Cloris Leachman,3,16.0,9.0,0.08040201005025126
7,Susan Lucci,3,21.0,6.0,0.10552763819095477
7,Cody Linley,3,21.0,6.0,0.10552763819095477
7,Maurice Greene,3,24.0,3.0,0.12060301507537688
7,Warren Sapp,3,25.0,2.0,0.12562814070351758
7,Toni Braxton,3,22.0,4.0,0.11055276381909548
7,Lance Bass,3,22.0,4.0,0.11055276381909548
7,Rocco DiSpirito,3,20.0,8.0,0.10050251256281408
7,Brooke Burke,3,28.0,1.0,0.1407035175879397
8,Gilles Marini,3,27.0,1.0,0.1062992125984252
8,Denise Richards,3,16.0,10.0,0.06299212598425197
8,David Alan Grier,3,24.0,5.0,0.09448818897637795
8,Lawrence Taylor,3,20.0,8.0,0.07874015748031496
8,Ty Murray,3,23.0,6.0,0.09055118110236221
8,Shawn Johnson,3,27.0,1.0,0.1062992125984252
8,Steve Wozniak,3,10.0,12.0,0.03937007874015748
8,Chuck Wicks,3,23.0,6.0,0.09055118110236221
8,Lil' Kim,3,25.0,4.0,0.0984251968503937
8,Steve-O,3,15.0,11.0,0.05905511811023622
8,Holly Madison,3,17.0,9.0,0.06692913385826772
8,Melissa Rycroft,3,27.0,1.0,0.1062992125984252
9,Debi Mazar,3,17.0,10.0,0.06589147286821706
9,Melissa Joan Hart,3,19.0,8.0,0.07364341085271318
9,Mark Dacascos,3,18.0,9.0,0.06976744186046512
9,Chuck Liddell,3,17.0,10.0,0.06589147286821706
9,Natalie Coughlin,3,26.0,2.0,0.10077519379844961
9,Louie Vito,3,20.0,6.0,0.07751937984496124
9,Michael Irvin,3,14.0,13.0,0.05426356589147287
9,Joanna Krupa,3,23.0,3.0,0.08914728682170543
9,Tom DeLay,3,15.0,12.0,0.05813953488372093
9,Aaron Carter,3,21.0,4.0,0.08139534883720931
9,Mya,3,27.0,1.0,0.10465116279069768
9,Donny Osmond,3,21.0,4.0,0.08139534883720931
9,Kelly Osbourne,3,20.0,6.0,0.07751937984496124
10,Aiden Turner,3,20.0,7.0,0.09852216748768473
10,Niecy Nash,3,21.0,4.0,0.10344827586206896
10,Buzz Aldrin,3,13.0,10.0,0.06403940886699508
10,Chad Ochocinco,3,20.0,7.0,0.09852216748768473
10,Evan Lysacek,3,26.0,1.0,0.12807881773399016
10,Pamela Anderson,3,21.0,4.0,0.10344827586206896
10,Nicole Scherzinger,3,23.0,2.0,0.11330049261083744
10,Erin Andrews,3,23.0,2.0,0.11330049261083744
10,Kate Gosselin,3,15.0,9.0,0.07389162561576355
10,Jake Pavelka,3,21.0,4.0,0.10344827586206896
11,Florence Henderson,3,20.0,7.0,0.09049773755656108
11,Kyle Massey,3,23.0,5.0,0.10407239819004525
11,Jennifer Grey,3,24.0,2.0,0.1085972850678733
11,Rick Fox,3,24.0,2.0,0.1085972850678733
11,Kurt Warner,3,23.0,5.0,0.10407239819004525
11,Margaret Cho,3,18.0,10.0,0.08144796380090498
11,Brandy,3,24.0,2.0,0.1085972850678733
11,The Situation,3,20.0,7.0,0.09049773755656108
11,Audrina Patridge,3,26.0,1.0,0.11764705882352941
11,Bristol Palin,3,19.0,9.0,0.08597285067873303
12,Ralph Macchio,3,21.0,5.0,0.09813084112149532
12,Chelsea Kane,3,23.0,3.0,0.10747663551401869
12,Kirstie Alley,3,21.0,5.0,0.09813084112149532
12,Hines Ward,3,25.0,1.0,0.11682242990654206
12,Sugar Ray Leonard,3,20.0,8.0,0.09345794392523364
12,Chris Jericho,3,21.0,5.0,0.09813084112149532
12,Petra Nemcova,3,25.0,1.0,0.11682242990654206
12,Romeo,3,20.0,8.0,0.09345794392523364
12,Wendy Williams,3,15.0,10.0,0.07009345794392523
12,Kendra Wilkinson,3,23.0,3.0,0.10747663551401869
13,David Arquette,3,24.0,4.0,0.10126582278481013
13,Ricki Lake,3,27.0,1.0,0.11392405063291139
13,J.R. Martinez,3,26.0,2.0,0.10970464135021098
13,Hope Solo,3,24.0,4.0,0.10126582278481013
13,Chynna Phillips,3,26.0,2.0,0.10970464135021098
